playerName_x,playerPrice,playerPos,playerClub,playerImg_x,TotalPoints,Goals,Assists,BallsRecov,match_name,score,playerName_y,Team,OverallRating,playerImgy,TeamImg,FlagImg,Nation,Pace,Shooting,Passing,Dribbling,Defending,Physicality
C. Sagoe Jr,5.0,FWD,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250178066.jpg?v=4.07,0,0,0,0,Vini Jr.,86,Vini Jr.,Real Madrid,89,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p238794.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,95,823,784,90,29,681
E. Højlund,5.0,FWD,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250166947.jpg?v=4.07,0,0,0,0,Oscar Højlund,82,Oscar Højlund,F.C. København,57,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p274952.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,71,43,53,59,54,61
J. Uneken,5.0,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187770.jpg?v=4.07,0,0,0,0,Kepa,51,Kepa,Real Madrid,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p206585.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,801,78,85,842,34,781
Reinildo,5.0,DEF,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132831.jpg?v=4.07,0,0,0,0,Reinildo,100,Reinildo,Atlético de Madrid,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p236045.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/6iIbgabJSk5zBjRcoEgoY4/2fa2f9c88c025408033d273a2a98def8/f_130.png,Mozambique,844,551,682,751,802,791
M. Nassoh,5.0,MID,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250148142.jpg?v=4.07,0,0,0,0,Marco Asensio,55,Marco Asensio,Paris SG,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p220834.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,811,811,81,83,43,631
P. Kimpembe,5.0,DEF,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250064583.jpg?v=4.07,0,0,0,0,Presnel Kimpembe,85,Presnel Kimpembe,Paris SG,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p225850.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,791,43,68,69,812,86
K. Babacar,5.0,FWD,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250011547.jpg?v=4.07,0,0,0,0,Khouma Babacar,84,Khouma Babacar,F.C. København,65,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p197231.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/5B0z6tiJgq5DMYfouICdbA/c4105a8c37117e3261ed998769f43c0d/f_136.png,Senegal,575,662,521,633,273,72
Á. Rodríguez,5.0,FWD,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250169301.jpg?v=4.07,0,0,0,0,Cinta Rodríguez,90,Cinta Rodríguez,Atlético de Madrid,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p272113.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/6V0IFEKdMNKwAAplLRsG5W/4762db75ba439097af660b232366d4fd/116327.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,71,46,69,67,80,79
J. Simons,5.0,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187787.jpg?v=4.07,0,0,0,0,Xavi Simons,82,Xavi Simons,RB Leipzig,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p245367.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,8710,7310,765,836,616,7411
A. Raihani,5.0,FWD,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250176607.jpg?v=4.07,0,0,0,0,Amir Rrahmani,70,Amir Rrahmani,Napoli FC,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p244263.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/cTnPxFtUJW5RZxZvTnKbj/b78860f9781e2ab99295c29443a25469/f_219.png,Kosovo,632,51,58,621,831,80
T. Kaufmann,5.0,FWD,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250164042.jpg?v=4.07,0,0,0,0,Tarek Buchmann,56,Tarek Buchmann,FC Bayern München,60,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p276004.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,57,29,40,41,61,67
G. Veron,5.0,FWD,POR,https://gaming.uefa.com/en/uclfantasy/static-assets/ucl2020/images/default_player@2x.png?v=5.4,0,0,0,0,Gabriel Veron,86,Gabriel Veron,FC Porto,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p259849.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,862,671,68,79,28,522
K. Navas,5.0,GK,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250031037.jpg?v=4.07,0,0,0,0,Keylor Navas,86,Keylor Navas,Paris SG,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p193041.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/13x8j7DlDvKgx9xWGoFoEy/bc3fdbcf581b14ba536bc3062d706d37/f_72.png,Costa Rica,845,804,75,872,54,843
J. Kwaaitaal,5.0,MID,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187772.jpg?v=4.07,0,0,0,0,Saúl,60,Saúl,Atlético de Madrid,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208421.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,69,76,761,781,771,751
J. Duranville,5.0,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250172227.jpg?v=4.07,0,0,0,0,Julien Duranville,86,Julien Duranville,Borussia Dortmund,66,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p262105.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Belgium,84,60,58,75,23,49
S. Bamba,5.0,FWD,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134651.jpg?v=4.07,0,0,0,0,Shurandy Sambo,61,Shurandy Sambo,PSV,69,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p260099.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,791,437,603,677,644,733
W. Orbán,5.0,DEF,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250051754.jpg?v=4.07,0,0,0,0,Willi Orban,71,Willi Orban,RB Leipzig,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p204638.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/1UhlxXb91m3RCvuMXGGxjQ/ab14c408f39056b9573d19f854f9078e/f_23.png,Hungary,581,36,563,56,851,81
J. Gonzaga,5.0,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250174751.jpg?v=4.07,0,0,0,0,Jon Magunazelaia,54,Jon Magunazelaia,Real Sociedad,63,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264665.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,76,64,60,66,46,55
Paco Esteban,5.0,FWD,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250171665.jpg?v=4.07,0,0,0,0,Ramy Bensebaini,59,Ramy Bensebaini,Borussia Dortmund,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p224196.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/upLf2W4ZmMbG82nBY8MYx/46eed0086e8236748e71cd182f288628/f_97.png,Algeria,777,706,72,773,793,79
P. Marín,5.0,MID,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250177917.jpg?v=4.07,0,0,0,0,Pablo Marín,76,Pablo Marín,Real Sociedad,63,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p272455.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,59,56,61,64,37,46
J. Van Duiven,5.0,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250171170.jpg?v=4.07,0,0,0,0,Merel van Dongen,55,Merel van Dongen,Atlético de Madrid,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233757.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/6V0IFEKdMNKwAAplLRsG5W/4762db75ba439097af660b232366d4fd/116327.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,65,56,71,74,79,78
A. Alarcon,5.0,FWD,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250129963.jpg?v=4.07,0,0,0,0,Alarcón,75,Alarcón,FC Barcelona,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p274357.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,68,67,58,68,19,55
A. Muñoz,4.9,DEF,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250147203.jpg?v=4.07,37,0,1,28,Aihen Muñoz,76,Aihen Muñoz,Real Sociedad,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246748.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,771,54,69,73,72,70
R. Lewis,4.9,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250139207.jpg?v=4.07,27,0,2,19,Lewis Fiorini,86,Lewis Fiorini,Manchester City,65,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p262981.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/7eFwNyL2kYdVCHj8wqEySc/26c7e6057100962e21ec2866af986f20/f_42.png,Scotland,68,601,61,682,562,614
A. Meret,4.9,GK,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250066753.jpg?v=4.07,19,0,0,0,Alex Meret,79,Alex Meret,Napoli FC,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p225116.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,834,807,722,865,44,836
M. Akanji,4.9,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250085369.jpg?v=4.07,17,1,0,17,Manuel Akanji,82,Manuel Akanji,Manchester City,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p229237.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/2s8MRlpVLTi9FNURVrPJZA/a14dfe4369d30b6ed61dbce95b7892ff/f_47.png,Switzerland,77,48,70,722,83,78
A. Christensen,4.9,DEF,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250041718.jpg?v=4.07,16,0,0,22,Andreas Christensen,87,Andreas Christensen,FC Barcelona,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p213661.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,671,32,682,711,851,762
O. Romeu,4.9,MID,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1906768.jpg?v=4.07,14,0,0,18,Oriol Romeu,79,Oriol Romeu,FC Barcelona,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p199576.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,432,5410,697,672,791,823
W. Benitez,4.9,GK,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101144.jpg?v=4.07,14,0,0,0,Walter Benítez,70,Walter Benítez,PSV,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p215223.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,791,772,72,821,3711,791
Kepa,4.9,GK,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250039900.jpg?v=4.07,11,0,0,0,Kepa,100,Kepa,Real Madrid,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p206585.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,801,78,85,842,34,781
J. Cuadrado,4.9,DEF,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250015966.jpg?v=4.07,6,0,0,4,Juan Cuadrado,85,Juan Cuadrado,Inter,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p193082.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/4auBydvTumO3h2pNxerBnv/5a8308ed1d944149b24b5b9638d7e30d/f_56.png,Colombia,882,732,78,843,742,684
P. Aanholt,4.9,DEF,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/108915.jpg?v=4.07,4,0,0,4,Patrick van Aanholt,86,Patrick van Aanholt,PSV,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p186190.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,841,671,702,75,702,741
Gonçalo Borges,4.9,FWD,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250113342.jpg?v=4.07,1,0,0,1,Gonçalo Borges,100,Gonçalo Borges,FC Porto,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p266453.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,83,53,60,701,26,551
I. Zubeldia,4.8,DEF,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250112514.jpg?v=4.07,36,0,0,37,Zubeldia,95,Zubeldia,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233738.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,727,63,741,733,802,812
Pepe,4.8,DEF,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/95417.jpg?v=4.07,31,2,0,24,Pepe,100,Pepe,FC Porto,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p120533.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,752,51,60,61,81,87
D. Raum,4.8,DEF,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250110361.jpg?v=4.07,27,1,1,27,Sabrina D'Angelo,86,Sabrina D'Angelo,Arsenal,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235593.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/47dRsBymvMr3YATwWSnlhV/672e421a8434492fca2ee84bd02f570e/f_70.png,Canada,74,76,75,76,46,74
R. Riquelme,4.8,MID,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101313.jpg?v=4.07,13,0,0,9,Riquelme,95,Riquelme,Atlético de Madrid,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p252324.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,783,7510,749,808,38,501
S. Savić,4.8,DEF,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1907998.jpg?v=4.07,12,0,0,16,Stefan Savić,86,Stefan Savić,Atlético de Madrid,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p204639.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/4aUsqR2fedcOXeQcnUoPPm/66f0ea551537d621bf6a3d7d0a7d358f/f_15.png,Montenegro,64,35,571,571,852,80
N. Süle,4.8,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250041781.jpg?v=4.07,12,0,0,8,Niklas Süle,86,Niklas Süle,Borussia Dortmund,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p212190.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,732,513,682,623,85,852
M. Wolf,4.8,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088942.jpg?v=4.07,12,0,0,10,Marius Wolf,86,Marius Wolf,Borussia Dortmund,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p224425.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,812,71,732,751,726,792
Francisco Conceição,4.8,FWD,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250117405.jpg?v=4.07,12,1,1,2,Francisco Conceição,100,Francisco Conceição,FC Porto,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p261050.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,812,621,682,822,32,431
A. Haidara,4.8,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250102866.jpg?v=4.07,7,0,0,10,Amadou Haidara,84,Amadou Haidara,RB Leipzig,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p238463.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/37TFeHdgzNyfXqu8jHcS73/968fdf64d9d5d2e712e689f793ff4911/f_126.png,Mali,646,72,76,80,702,70
