playerName,playerPrice,playerPos,playerClub,playerImg,TotalPoints,Goals,Assists,BallsRecov
R. Neves,6,MID,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055271.jpg?v=0.06,0,0,0,0
J. Palhinha,6,MID,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250067295.jpg?v=0.06,0,0,0,0
F. Coman,6,FWD,ROU,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250078023.jpg?v=0.06,0,0,0,0
I. Hagi,6,MID,ROU,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250078025.jpg?v=0.06,0,0,0,0
O. Moruţan,6,MID,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
L. Dykes,6,FWD,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250143241.jpg?v=0.06,0,0,0,0
R. Christie,6,FWD,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250075704.jpg?v=0.06,0,0,0,0
C. McGregor,6,MID,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250014042.jpg?v=0.06,0,0,0,0
S. Armstrong,6,MID,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250017884.jpg?v=0.06,0,0,0,0
L. Jović,6,FWD,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058244.jpg?v=0.06,0,0,0,0
R. Boženík,6,FWD,SVK,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250089338.jpg?v=0.06,0,0,0,0
O. Duda,6,MID,SVK,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055981.jpg?v=0.06,0,0,0,0
L. Bénes,6,MID,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. Mak,6,MID,SVK,https://img.uefa.com/imgml/TP/players/3/2024/324x324/107044.jpg?v=0.06,0,0,0,0
T. Suslov,6,MID,SVK,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250117652.jpg?v=0.06,0,0,0,0
A. Šporar,6,FWD,SVN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250050391.jpg?v=0.06,0,0,0,0
Ž. Celar,6,FWD,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
T. Elšnik,6,FWD,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
S. Lovrić,6,MID,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Ruiz,6,FWD,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Fati,6,FWD,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
Y. Pino,6,FWD,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250126916.jpg?v=0.06,0,0,0,0
M. Merino,6,MID,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250080572.jpg?v=0.06,0,0,0,0
Á. Baena,6,MID,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
O. Sancet,6,MID,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
C. Itten,6,FWD,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064273.jpg?v=0.06,0,0,0,0
F. Ugrinic,6,MID,SUI,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. Steffen,6,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250060817.jpg?v=0.06,0,0,0,0
R. Vargas,6,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250110397.jpg?v=0.06,0,0,0,0
Tosun,6,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1908297.jpg?v=0.06,0,0,0,0
B. Yılmaz,6,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250158929.jpg?v=0.06,0,0,0,0
C. Ünder,6,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250082680.jpg?v=0.06,0,0,0,0
O. Kökçü,6,MID,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250113211.jpg?v=0.06,0,0,0,0
Y. Sarı,6,MID,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250111149.jpg?v=0.06,0,0,0,0
Y. Yazıcı,6,MID,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250097254.jpg?v=0.06,0,0,0,0
V. Vanat,6,FWD,UKR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. Yaremchuk,6,FWD,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047100.jpg?v=0.06,0,0,0,0
V. Tsygankov,6,FWD,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058270.jpg?v=0.06,0,0,0,0
V. Buyalskyi,6,MID,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024124.jpg?v=0.06,0,0,0,0
O. Zubkov,6,MID,UKR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Bondarenko,6,MID,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112969.jpg?v=0.06,0,0,0,0
J. Frimpong,5.5,DEF,NED,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Rudiger,5.5,DEF,GER,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250028211.jpg?v=0.06,0,0,0,0
T. Hernández,5.5,DEF,FRA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250076126.jpg?v=0.06,0,0,0,0
M. Maignan,5.5,GK,FRA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042780.jpg?v=0.06,0,0,0,0
J. Gvardiol,5.5,DEF,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250127284.jpg?v=0.06,0,0,0,0
K. Walker,5.5,DEF,ENG,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250010259.jpg?v=0.06,0,0,0,0
T. Alexander-Arnold,5.5,DEF,ENG,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250076357.jpg?v=0.06,0,0,0,0
W. Saliba,5.5,DEF,FRA,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
G. Di Lorenzo,5.5,DEF,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064229.jpg?v=0.06,0,0,0,0
T. Courtois,5.5,GK,BEL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Bastoni,5.5,DEF,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250091199.jpg?v=0.06,0,0,0,0
D. Dumfries,5.5,DEF,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112690.jpg?v=0.06,0,0,0,0
D. Udogie,5.5,DEF,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250128956.jpg?v=0.06,0,0,0,0
M. De Ligt,5.5,DEF,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081554.jpg?v=0.06,0,0,0,0
M. Ter Stegen,5.5,GK,GER,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250007631.jpg?v=0.06,0,0,0,0
N. Aké,5.5,DEF,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250027008.jpg?v=0.06,0,0,0,0
A. Robertson,5.5,DEF,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066157.jpg?v=0.06,0,0,0,0
D. Carvajal,5.5,DEF,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024448.jpg?v=0.06,0,0,0,0
P. Porro,5.5,DEF,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/150562676.jpg?v=0.06,0,0,0,0
O. Zinchenko,5.5,MID,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056861.jpg?v=0.06,0,0,0,0
U. Simón,5.5,GK,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
I. Konaté,5.5,DEF,FRA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250091013.jpg?v=0.06,0,0,0,0
J. Mæhle,5.5,DEF,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081192.jpg?v=0.06,0,0,0,0
K. Mainoo,5.5,MID,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Alaba,5.5,DEF,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1906540.jpg?v=0.06,0,0,0,0
S. Mitrović,5.5,MID,SRB,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
K. Yıldız,5.5,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250171055.jpg?v=0.06,0,0,0,0
C. Adams,5.5,FWD,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250155055.jpg?v=0.06,0,0,0,0
K. Thuram,5.5,MID,FRA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250106722.jpg?v=0.06,0,0,0,0
M. Locatelli,5.5,MID,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066747.jpg?v=0.06,0,0,0,0
M. Verratti,5.5,MID,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250006200.jpg?v=0.06,0,0,0,0
P. Højbjerg,5.5,MID,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250026986.jpg?v=0.06,0,0,0,0
R. Gravenberch,5.5,MID,NED,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. Guerreiro,5.5,DEF,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066156.jpg?v=0.06,0,0,0,0
L. Hernández,5.5,DEF,FRA,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
C. Biraghi,5.5,DEF,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250017815.jpg?v=0.06,0,0,0,0
L. Samardžić,5.5,MID,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250124849.jpg?v=0.06,0,0,0,0
N. Maksimović,5.5,MID,SRB,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
E. Nketiah,5.5,FWD,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
E. Eze,5.5,MID,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
I. Ilić,5.5,MID,SRB,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Praet,5.5,MID,BEL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Cicâldău,5.5,MID,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
V. Černý,5.5,FWD,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081204.jpg?v=0.06,0,0,0,0
O. Popescu,5.5,MID,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
N. Stanciu,5.5,MID,ROU,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250035735.jpg?v=0.06,0,0,0,0
J. Brown,5.5,FWD,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250168938.jpg?v=0.06,0,0,0,0
L. Shankland,5.5,FWD,SCO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
K. Schade,5.5,FWD,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
F. Grillitsch,5.5,MID,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041706.jpg?v=0.06,0,0,0,0
M. Seidl,5.5,MID,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250138424.jpg?v=0.06,0,0,0,0
X. Schlager,5.5,MID,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250065408.jpg?v=0.06,0,0,0,0
M. Berisha,5.5,FWD,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Olaru,5.5,MID,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
Y. Akgün,5.5,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250103764.jpg?v=0.06,0,0,0,0
U. Nayir,5.5,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250122232.jpg?v=0.06,0,0,0,0
M. Zaccagni,5.5,FWD,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250150875.jpg?v=0.06,0,0,0,0
M. Marin,5.5,MID,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
E. Can,5.5,MID,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
P. Stojanović,5.5,MID,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
C. Fassnacht,5.5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250110901.jpg?v=0.06,0,0,0,0
D. Sow,5.5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250065420.jpg?v=0.06,0,0,0,0
U. Bislimi,5.5,MID,SUI,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Jashari,5.5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250171283.jpg?v=0.06,0,0,0,0
S. Zuber,5.5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1905363.jpg?v=0.06,0,0,0,0
J. Veretout,5.5,MID,FRA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250017724.jpg?v=0.06,0,0,0,0
M. Sarkaria,5.5,FWD,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250099173.jpg?v=0.06,0,0,0,0
R. Freuler,5.5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023097.jpg?v=0.06,0,0,0,0
B. Cristante,5.5,MID,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041741.jpg?v=0.06,0,0,0,0
D. Bîrligea,5.5,FWD,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Strelec,5.5,FWD,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. Polievka,5.5,FWD,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
I. Schranz,5.5,FWD,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
Ľ. Tupta,5.5,FWD,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Drăguş,5.5,FWD,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
T. Seferi,5.5,MID,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055411.jpg?v=0.06,0,0,0,0
V. Mihăilă,5.5,FWD,ROU,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250121958.jpg?v=0.06,0,0,0,0
R. Jack,5.5,MID,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250005085.jpg?v=0.06,0,0,0,0
S. Kalajdzic,5.5,FWD,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250116789.jpg?v=0.06,0,0,0,0
M. Entrup,5.5,FWD,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250099612.jpg?v=0.06,0,0,0,0
G. Burgstaller,5.5,FWD,AUT,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Adamu,5.5,FWD,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112790.jpg?v=0.06,0,0,0,0
A. Weimann,5.5,MID,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/106914.jpg?v=0.06,0,0,0,0
K. McLean,5.5,MID,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023609.jpg?v=0.06,0,0,0,0
D. Ndoye,5.5,FWD,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250125538.jpg?v=0.06,0,0,0,0
H. Seferović,5.5,FWD,SUI,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. Malinovskyi,5.5,MID,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250043090.jpg?v=0.06,0,0,0,0
A. Zeqiri,5.5,FWD,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250079367.jpg?v=0.06,0,0,0,0
F. Tănase,5.5,FWD,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Kucka,5.5,MID,SVK,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1905643.jpg?v=0.06,0,0,0,0
A. García,5.5,MID,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. Riquelme,5.5,MID,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Ceballos,5.5,MID,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250086709.jpg?v=0.06,0,0,0,0
M. Hjulmand,5.5,MID,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250101557.jpg?v=0.06,0,0,0,0
J. Lindstrøm,5.5,MID,DEN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
P. Hrošovský,5.5,MID,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Zubimendi,5.5,MID,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250143679.jpg?v=0.06,0,0,0,0
M. De Roon,5.5,MID,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250014709.jpg?v=0.06,0,0,0,0
D. Klaassen,5.5,MID,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250013855.jpg?v=0.06,0,0,0,0
J. Schouten,5.5,MID,NED,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
S. Lobotka,5.5,MID,SVK,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055982.jpg?v=0.06,0,0,0,0
J. Gayà,5.5,DEF,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047086.jpg?v=0.06,0,0,0,0
A. Dreyer,5.5,MID,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250077990.jpg?v=0.06,0,0,0,0
T. Delaney,5.5,MID,DEN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
P. Billing,5.5,MID,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112291.jpg?v=0.06,0,0,0,0
C. Nørgaard,5.5,MID,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250022797.jpg?v=0.06,0,0,0,0
J. Brunn Larsen,5.5,MID,DEN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Trésor,5.5,MID,BEL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
G. Arabidze,5.5,FWD,GEO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
Bruma,5.5,FWD,POR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Sikan,5.5,FWD,UKR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
N. Vallys,5.5,FWD,DEN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
S. Sydorchuk,5.5,MID,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250008250.jpg?v=0.06,0,0,0,0
M. Keita,5.5,MID,BEL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Gotze,5.5,MID,GER,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250007605.jpg?v=0.06,0,0,0,0
T. Stepanenko,5.5,MID,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1902685.jpg?v=0.06,0,0,0,0
O. Pikhalonok,5.5,MID,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066778.jpg?v=0.06,0,0,0,0
A. Buksa,5.5,FWD,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
K. Świderski,5.5,FWD,POL,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250083605.jpg?v=0.06,0,0,0,0
A. Benedyczak,5.5,FWD,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
T. Horvat,5.5,MID,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
B. Zaragoza,5.5,FWD,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
B. Iglesias,5.5,FWD,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250132180.jpg?v=0.06,0,0,0,0
A. Yarmolenko,5.5,MID,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250000069.jpg?v=0.06,0,0,0,0
F. Kadıoğlu,5.5,MID,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250091943.jpg?v=0.06,0,0,0,0
N. Zalewski,5.5,MID,POL,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250124155.jpg?v=0.06,0,0,0,0
K. Grosicki,5.5,MID,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
K. Linetty,5.5,MID,POL,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042409.jpg?v=0.06,0,0,0,0
K. Kozłowski,5.5,MID,POL,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250127199.jpg?v=0.06,0,0,0,0
B. Slisz,5.5,MID,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Piotrowski,5.5,MID,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Mehmeti,5.5,MID,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250108572.jpg?v=0.06,0,0,0,0
Q. Laçi,5.5,MID,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056159.jpg?v=0.06,0,0,0,0
Y. Ramadani,5.5,MID,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250098530.jpg?v=0.06,0,0,0,0
K. Asllani,5.5,MID,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250143669.jpg?v=0.06,0,0,0,0
D. Joveljić,5.5,FWD,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250089411.jpg?v=0.06,0,0,0,0
M. Daku,5.5,FWD,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112672.jpg?v=0.06,0,0,0,0
N. Rusyn,5.5,FWD,UKR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
S. Özcan,5.5,MID,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081693.jpg?v=0.06,0,0,0,0
B. Sosa,5.5,DEF,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066139.jpg?v=0.06,0,0,0,0
N. Radonjić,5.5,FWD,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055216.jpg?v=0.06,0,0,0,0
D. Lazović,5.5,FWD,SRB,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Barák,5.5,MID,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250092717.jpg?v=0.06,0,0,0,0
M. Jurásek,5.5,MID,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250135716.jpg?v=0.06,0,0,0,0
R. Skov,5.5,MID,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250080454.jpg?v=0.06,0,0,0,0
K. Karaman,5.5,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250050354.jpg?v=0.06,0,0,0,0
G. Kochorashvili,5.5,MID,GEO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
O. Kiteishvili,5.5,MID,GEO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250078593.jpg?v=0.06,0,0,0,0
E. Muçi,5.5,FWD,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250126467.jpg?v=0.06,0,0,0,0
K. Behrens,5.5,FWD,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
P. Wimmer,5.5,MID,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250138426.jpg?v=0.06,0,0,0,0
M. Ducksch,5.5,FWD,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Ádám,5.5,FWD,HUN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250109903.jpg?v=0.06,0,0,0,0
R. Sallai,5.5,FWD,HUN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250065179.jpg?v=0.06,0,0,0,0
K. Csoboth,5.5,FWD,HUN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250104041.jpg?v=0.06,0,0,0,0
R. Marin,5.5,MID,ROU,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055294.jpg?v=0.06,0,0,0,0
